column,type,description,SeqId,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Type,ColCheck,n_unique,n_missing,pct_missing
FRS2.13025.4.3,numeric,Fibroblast growth factor receptor substrate 2 (FRS2),13025-4,SL019541,Fibroblast growth factor receptor substrate 2,FRS2,Q8WU20,"",FRS2,Human,Protein,PASS,128,0,0
CBX7.13027.20.3,numeric,Chromobox protein homolog 7 (CBX7),13027-20,SL019531,Chromobox protein homolog 7,CBX7,O95931,"",CBX7,Human,Protein,PASS,114,0,0
X.13028.2.3,numeric,Fc_MOUSE (),13028-2,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,141,0,0
BECN1.13032.1.3,numeric,Beclin-1 (BECN1),13032-1,SL014943,Beclin-1,BECN1,Q14457,8678,BECN1,Human,Protein,PASS,107,0,0
PPP1R8.13039.1.3,numeric,Nuclear inhibitor of protein phosphatase 1 (PPP1R8),13039-1,SL019546,Nuclear inhibitor of protein phosphatase 1,PP1R8,Q12972,"",PPP1R8,Human,Protein,PASS,117,0,0
TRAF4.13041.47.3,numeric,TNF receptor-associated factor 4 (TRAF4),13041-47,SL007634,TNF receptor-associated factor 4,TRAF4,Q9BUZ4,9618,TRAF4,Human,Protein,PASS,120,0,0
KCNA10.13042.7.3,numeric,Potassium voltage-gated channel subfamily A member 10 (KCNA10),13042-7,SL019583,Potassium voltage-gated channel subfamily A member 10,KCA10,Q16322,"",KCNA10,Human,Protein,PASS,131,0,0
ATAD2.13043.157.3,numeric,ATPase family AAA domain-containing protein 2 (ATAD2),13043-157,SL007491,ATPase family AAA domain-containing protein 2,ATAD2,Q6PL18,29028,ATAD2,Human,Protein,PASS,99,0,0
TSG101.13044.5.3,numeric,Tumor susceptibility gene 101 protein (TSG101),13044-5,SL007627,Tumor susceptibility gene 101 protein,TS101,Q99816,7251,TSG101,Human,Protein,PASS,145,0,0
SLC6A14.13053.6.3,numeric,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) (SLC6A14),13053-6,SL015342,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),S6A14,Q9UN76,11254,SLC6A14,Human,Protein,PASS,118,0,0
PSD.13055.53.3,numeric,,,,,,,,,,,,126,0,0
SLC6A16.13056.18.3,numeric,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 (SLC6A16),13056-18,SL019585,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5,S6A16,Q9GZN6,"",SLC6A16,Human,Protein,PASS,111,0,0
RFK.13059.33.3,numeric,Riboflavin kinase (RFK),13059-33,SL019557,Riboflavin kinase,RIFK,Q969G6,"",RFK,Human,Protein,PASS,118,0,0
GMFG.13062.4.3,numeric,Glia maturation factor gamma (GMFG),13062-4,SL016378,Glia maturation factor gamma,GMFG,O60234,9535,GMFG,Human,Protein,PASS,141,0,0
EDC4.13066.42.3,numeric,Enhancer of mRNA-decapping protein 4 (EDC4),13066-42,SL015023,Enhancer of mRNA-decapping protein 4,EDC4,Q6P2E9,23644,EDC4,Human,Protein,PASS,148,0,0
PRKG1.13067.5.3,numeric,"cGMP-dependent protein kinase 1, beta isozyme (PRKG1)",13067-5,SL009424,"cGMP-dependent protein kinase 1, beta isozyme",KGP1B,Q13976,5592,PRKG1,Human,Protein,PASS,146,0,0
CCS.13068.139.3,numeric,Copper chaperone for superoxide dismutase (CCS),13068-139,SL006984,Copper chaperone for superoxide dismutase,CCS,O14618,9973,CCS,Human,Protein,PASS,114,0,0
ANP32A.13073.14.3,numeric,Acidic leucine-rich nuclear phosphoprotein 32 family member A (ANP32A),13073-14,SL019559,Acidic leucine-rich nuclear phosphoprotein 32 family member A,AN32A,P39687,8125,ANP32A,Human,Protein,PASS,129,0,0
FXR1.13076.4.3,numeric,Fragile X mental retardation syndrome-related protein 1 (FXR1),13076-4,SL018149,Fragile X mental retardation syndrome-related protein 1,FXR1,P51114,"",FXR1,Human,Protein,PASS,107,0,0
CETN2.13078.3.3,numeric,Centrin-2 (CETN2),13078-3,SL014793,Centrin-2,CETN2,P41208,1069,CETN2,Human,Protein,PASS,147,0,0
UNC45A.13082.9.3,numeric,Protein unc-45 homolog A (UNC45A),13082-9,SL011294,Protein unc-45 homolog A,UN45A,Q9H3U1,55898,UNC45A,Human,Protein,PASS,105,0,0
VARS.13083.18.3,numeric,Valine--tRNA ligase (VARS),13083-18,SL013025,Valine--tRNA ligase,SYVC,P26640,7407,VARS,Human,Protein,PASS,123,0,0
GLP1R.13085.18.3,numeric,Glucagon-like peptide 1 receptor (GLP1R),13085-18,SL007231,Glucagon-like peptide 1 receptor,GLP1R,P43220,2740,GLP1R,Human,Protein,PASS,131,0,0
BTC.13088.397.3,numeric,Betacellulin (BTC),13088-397,SL000137,Betacellulin,BTC,P35070,685,BTC,Human,Protein,PASS,129,0,0
HIF1A.13089.6.3,numeric,Hypoxia-inducible factor 1-alpha (HIF1A),13089-6,SL003349,Hypoxia-inducible factor 1-alpha,HIF-1a,Q16665,3091,HIF1A,Human,Protein,PASS,103,0,0
S100A6.13090.17.3,numeric,Protein S100-A6 (S100A6),13090-17,SL004827,Protein S100-A6,S100A6,P06703,6277,S100A6,Human,Protein,PASS,152,0,0
SECTM1.13093.6.3,numeric,Secreted and transmembrane protein 1 (SECTM1),13093-6,SL005430,Secreted and transmembrane protein 1,SECTM1,Q8WVN6,6398,SECTM1,Human,Protein,PASS,152,0,0
RSPO3.13094.75.3,numeric,R-spondin-3 (RSPO3),13094-75,SL018509,R-spondin-3,RSPO3,Q9BXY4,84870,RSPO3,Human,Protein,PASS,147,0,0
REG1A.13095.51.3,numeric,Lithostathine-1-alpha (REG1A),13095-51,SL005357,Lithostathine-1-alpha,PSP,P05451,5967,REG1A,Human,Protein,PASS,152,0,0
BCL2L2.13097.11.3,numeric,Bcl-2-like protein 2 (BCL2L2),13097-11,SL003774,Bcl-2-like protein 2,Apoptosis regulator Bcl-W,Q92843,599,BCL2L2,Human,Protein,PASS,99,0,0
FIGF.13098.93.3,numeric,Vascular endothelial growth factor D (FIGF),13098-93,SL003320,Vascular endothelial growth factor D,VEGF-D,O43915,2277,FIGF,Human,Protein,PASS,152,0,0
SOST.13101.60.3,numeric,Sclerostin (SOST),13101-60,SL007631,Sclerostin,SOST,Q9BQB4,50964,SOST,Human,Protein,PASS,135,0,0
FAM3D.13102.1.3,numeric,Protein FAM3D (FAM3D),13102-1,SL012769,Protein FAM3D,FAM3D,Q96BQ1,131177,FAM3D,Human,Protein,PASS,137,0,0
CSH1.CSH2.13103.125.3,numeric,Chorionic somatomammotropin hormone (CSH1.CSH2),13103-125,SL009328,Chorionic somatomammotropin hormone,CSH,P0DML2 P0DML3,1442 1443,CSH1.CSH2,Human,Protein,PASS,142,0,0
EFNB1.13104.32.3,numeric,Ephrin-B1 (EFNB1),13104-32,SL008614,Ephrin-B1,EFNB1,P98172,1947,EFNB1,Human,Protein,PASS,152,0,0
SNAP25.13105.7.3,numeric,Synaptosomal-associated protein 25 (SNAP25),13105-7,SL007311,Synaptosomal-associated protein 25,SNP25,P60880,6616,SNAP25,Human,Protein,PASS,133,0,0
LYPD3.13107.9.3,numeric,Ly6/PLAUR domain-containing protein 3 (LYPD3),13107-9,SL008402,Ly6/PLAUR domain-containing protein 3,LYPD3,O95274,27076,LYPD3,Human,Protein,PASS,123,0,0
NEGR1.13109.82.3,numeric,Neuronal growth regulator 1 (NEGR1),13109-82,SL008810,Neuronal growth regulator 1,NEGR1,Q7Z3B1,257194,NEGR1,Human,Protein,PASS,152,0,0
BCL6.13111.79.3,numeric,B-cell lymphoma 6 protein (BCL6),13111-79,SL007223,B-cell lymphoma 6 protein,BCL6,P41182,604,BCL6,Human,Protein,PASS,120,0,0
FSTL1.13112.179.3,numeric,Follistatin-related protein 1 (FSTL1),13112-179,SL009349,Follistatin-related protein 1,FSTL1,Q12841,11167,FSTL1,Human,Protein,PASS,152,0,0
SPP1.13113.7.3,numeric,Osteopontin (SPP1),13113-7,SL002688,Osteopontin,Osteopontin,P10451,6696,SPP1,Human,Protein,PASS,152,0,0
LUM.13114.50.3,numeric,Lumican (LUM),13114-50,SL006230,Lumican,Lumican,P51884,4060,LUM,Human,Protein,PASS,152,0,0
CD177.13116.25.3,numeric,CD177 antigen (CD177),13116-25,SL008931,CD177 antigen,CD177,Q8N6Q3,57126,CD177,Human,Protein,PASS,152,0,0
SMOC1.13118.5.3,numeric,SPARC-related modular calcium-binding protein 1 (SMOC1),13118-5,SL011888,SPARC-related modular calcium-binding protein 1,SMOC1,Q9H4F8,64093,SMOC1,Human,Protein,PASS,152,0,0
SERPINA10.13119.26.3,numeric,Protein Z-dependent protease inhibitor (SERPINA10),13119-26,SL004467,Protein Z-dependent protease inhibitor,protein Z inhibitor,Q9UK55,51156,SERPINA10,Human,Protein,PASS,146,0,0
FLRT2.13122.19.3,numeric,Leucine-rich repeat transmembrane protein FLRT2 (FLRT2),13122-19,SL008360,Leucine-rich repeat transmembrane protein FLRT2,FLRT2,O43155,23768,FLRT2,Human,Protein,PASS,152,0,0
FLRT3.13123.3.3,numeric,Leucine-rich repeat transmembrane protein FLRT3 (FLRT3),13123-3,SL008372,Leucine-rich repeat transmembrane protein FLRT3,FLRT3,Q9NZU0,23767,FLRT3,Human,Protein,PASS,149,0,0
ISLR2.13124.20.3,numeric,Immunoglobulin superfamily containing leucine-rich repeat protein 2 (ISLR2),13124-20,SL018587,Immunoglobulin superfamily containing leucine-rich repeat protein 2,ISLR2,Q6UXK2,57611,ISLR2,Human,Protein,PASS,152,0,0
VTN.13125.45.3,numeric,Vitronectin (VTN),13125-45,SL000616,Vitronectin,Vitronectin,P04004,7448,VTN,Human,Protein,PASS,152,0,0
DSC2.13126.52.3,numeric,Desmocollin-2 (DSC2),13126-52,SL008631,Desmocollin-2,DSC2,Q02487,1824,DSC2,Human,Protein,PASS,152,0,0
LDLR.13129.40.3,numeric,Low-density lipoprotein receptor (LDLR),13129-40,SL007070,Low-density lipoprotein receptor,LDLR,P01130,3949,LDLR,Human,Protein,PASS,94,0,0
HK2.13130.150.3,numeric,Hexokinase-2 (HK2),13130-150,SL007272,Hexokinase-2,HXK2,P52789,3099,HK2,Human,Protein,PASS,127,0,0
HK1.13131.5.3,numeric,Hexokinase-1 (HK1),13131-5,SL011180,Hexokinase-1,HXK1,P19367,3098,HK1,Human,Protein,PASS,138,0,0
SEMA5A.13132.14.3,numeric,Semaphorin-5A (SEMA5A),13132-14,SL008522,Semaphorin-5A,SEM5A,Q13591,9037,SEMA5A,Human,Protein,PASS,150,0,0
LTBP4.13133.73.3,numeric,Latent-transforming growth factor beta-binding protein 4 (LTBP4),13133-73,SL007033,Latent-transforming growth factor beta-binding protein 4,LTBP4,Q8N2S1,8425,LTBP4,Human,Protein,PASS,152,0,0
MDM2.13228.75.3,numeric,E3 ubiquitin-protein ligase Mdm2 (MDM2),13228-75,SL001999,E3 ubiquitin-protein ligase Mdm2,MDM2,Q00987,4193,MDM2,Human,Protein,PASS,115,0,0
MDM4.13229.20.3,numeric,Protein Mdm4 (MDM4),13229-20,SL019996,Protein Mdm4,MDM4,O15151,"",MDM4,Human,Protein,PASS,109,0,0
IGHG2.13230.174.3,numeric,"Ig gamma-2, Kappa (IGHG2)",13230-174,SL019999,"Ig gamma-2, Kappa","IgG2, Kappa",P01859,"",IGHG2,Human,Protein,PASS,101,0,0
IGHG4.13231.90.3,numeric,"Ig gamma-4, Kappa (IGHG4)",13231-90,SL020001,"Ig gamma-4, Kappa","IgG4, Kappa",P01861,"",IGHG4,Human,Protein,PASS,134,0,0
WNT3A.13236.25.3,numeric,Protein Wnt-3a (WNT3A),13236-25,SL012449,Protein Wnt-3a,WNT3A,P56704,89780,WNT3A,Human,Protein,PASS,125,0,0
SHANK1.13240.170.3,numeric,SH3 and multiple ankyrin repeat domains protein 1 (SHANK1),13240-170,SL019993,SH3 and multiple ankyrin repeat domains protein 1,SHAN1,Q9Y566,"",SHANK1,Human,Protein,PASS,76,0,0
SHANK3.13242.134.3,numeric,SH3 and multiple ankyrin repeat domains protein 3 (SHANK3),13242-134,SL019995,SH3 and multiple ankyrin repeat domains protein 3,SHAN3,Q9BYB0,"",SHANK3,Human,Protein,PASS,135,0,0
WNT5A.13268.45.3,numeric,Protein Wnt-5a (WNT5A),13268-45,SL012434,Protein Wnt-5a,WNT5A,P41221,7474,WNT5A,Human,Protein,PASS,123,0,0
DEFB113.13374.4.3,numeric,Beta-defensin 113 (DEFB113),13374-4,SL012530,Beta-defensin 113,DB113,Q30KQ7,245927,DEFB113,Human,Protein,PASS,146,0,0
SYNGR3.13375.48.3,numeric,Synaptogyrin-3 (SYNGR3),13375-48,SL020085,Synaptogyrin-3,SNG3,O43761,"",SYNGR3,Human,Protein,PASS,97,0,0
CYB561D1.13377.3.3,numeric,Cytochrome b561 domain-containing protein 1 (CYB561D1),13377-3,SL020095,Cytochrome b561 domain-containing protein 1,C56D1,Q8N8Q1,"",CYB561D1,Human,Protein,PASS,145,0,0
C5orf63.13378.80.3,numeric,Glutaredoxin-like protein C5orf63 (C5orf63),13378-80,SL020102,Glutaredoxin-like protein C5orf63,YD286,A6NC05,"",C5orf63,Human,Protein,PASS,117,0,0
B4GALT1.13381.49.3,numeric,"Beta-1,4-galactosyltransferase 1 (B4GALT1)",13381-49,SL008831,"Beta-1,4-galactosyltransferase 1",B4GT1,P15291,2683,B4GALT1,Human,Protein,PASS,152,0,0
FH.13384.110.3,numeric,"Fumarate hydratase, mitochondrial (FH)",13384-110,SL008015,"Fumarate hydratase, mitochondrial",FUMH,P07954,2271,FH,Human,Protein,PASS,142,0,0
RNF34.13386.248.3,numeric,E3 ubiquitin-protein ligase RNF34 (RNF34),13386-248,SL020103,E3 ubiquitin-protein ligase RNF34,RNF34,Q969K3,"",RNF34,Human,Protein,PASS,136,0,0
EHF.13387.55.3,numeric,ETS homologous factor (EHF),13387-55,SL015293,ETS homologous factor,EHF,Q9NZC4,26298,EHF,Human,Protein,PASS,116,0,0
PCSK1.13388.57.3,numeric,Neuroendocrine convertase 1 (PCSK1),13388-57,SL012430,Neuroendocrine convertase 1,NEC1,P29120,5122,PCSK1,Human,Protein,PASS,152,0,0
X.13389.8.3,numeric,Fc_MOUSE (),13389-8,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,139,0,0
ATP1B1.13392.13.3,numeric,Sodium/potassium-transporting ATPase subunit beta-1 (ATP1B1),13392-13,SL008814,Sodium/potassium-transporting ATPase subunit beta-1,AT1B1,P05026,481,ATP1B1,Human,Protein,PASS,140,0,0
DERL1.13393.46.3,numeric,Derlin-1 (DERL1),13393-46,SL015189,Derlin-1,DERL1,Q9BUN8,79139,DERL1,Human,Protein,PASS,118,0,0
DEFB4A.13397.88.3,numeric,Beta-defensin 4A (DEFB4A),13397-88,SL004533,Beta-defensin 4A,HBD-2,O15263,100289462,DEFB4A,Human,Protein,PASS,143,0,0
RELL1.13399.33.3,numeric,RELT-like protein 1 (RELL1),13399-33,SL020071,RELT-like protein 1,RELL1,Q8IUW5,"",RELL1,Human,Protein,PASS,107,0,0
ETV5.13403.5.3,numeric,ETS translocation variant 5 (ETV5),13403-5,SL013779,ETS translocation variant 5,ETV5,P41161,2119,ETV5,Human,Protein,PASS,125,0,0
SPINK2.13405.61.3,numeric,Serine protease inhibitor Kazal-type 2 (SPINK2),13405-61,SL012422,Serine protease inhibitor Kazal-type 2,ISK2,P20155,6691,SPINK2,Human,Protein,PASS,147,0,0
X.13409.9.3,numeric,Fc_MOUSE (),13409-9,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,123,0,0
RNF41.13411.21.3,numeric,E3 ubiquitin-protein ligase NRDP1 (RNF41),13411-21,SL020111,E3 ubiquitin-protein ligase NRDP1,RNF41,Q9H4P4,"",RNF41,Human,Protein,PASS,129,0,0
WFDC6.13412.5.3,numeric,WAP four-disulfide core domain protein 6 (WFDC6),13412-5,SL012556,WAP four-disulfide core domain protein 6,WFDC6,Q9BQY6,140870,WFDC6,Human,Protein,PASS,93,0,0
TMEM132D.13416.8.3,numeric,Transmembrane protein 132D (TMEM132D),13416-8,SL020086,Transmembrane protein 132D,T132D,Q14C87,"",TMEM132D,Human,Protein,PASS,152,0,0
TMEM167B.13421.17.3,numeric,Protein kish-B (TMEM167B),13421-17,SL020080,Protein kish-B,KISHB,Q9NRX6,"",TMEM167B,Human,Protein,PASS,110,0,0
ENOX2.13422.66.3,numeric,Ecto-NOX disulfide-thiol exchanger 2 (ENOX2),13422-66,SL012509,Ecto-NOX disulfide-thiol exchanger 2,ENOX2,Q16206,10495,ENOX2,Human,Protein,PASS,120,0,0
FAM213A.13423.94.3,numeric,Redox-regulatory protein FAM213A (FAM213A),13423-94,SL008291,Redox-regulatory protein FAM213A,CJ058,Q9BRX8,84293,FAM213A,Human,Protein,PASS,138,0,0
X.13424.51.3,numeric,Fc_MOUSE (),13424-51,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,130,0,0
MAN1C1.13427.66.3,numeric,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC (MAN1C1)",13427-66,SL008941,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC",MA1C1,Q9NR34,57134,MAN1C1,Human,Protein,PASS,150,0,0
WFDC10A.13429.3.3,numeric,WAP four-disulfide core domain protein 10A (WFDC10A),13429-3,SL012827,WAP four-disulfide core domain protein 10A,WF10A,Q9H1F0,140832,WFDC10A,Human,Protein,PASS,124,0,0
SLC14A1.13430.50.3,numeric,Urea transporter 1 (SLC14A1),13430-50,SL010851,Urea transporter 1,UT1,Q13336,6563,SLC14A1,Human,Protein,PASS,127,0,0
FAM159A.13431.74.3,numeric,Membrane protein FAM159A (FAM159A),13431-74,SL020092,Membrane protein FAM159A,F159A,Q6UWV7,"",FAM159A,Human,Protein,PASS,74,0,0
PARVA.13434.172.3,numeric,Alpha-parvin (PARVA),13434-172,SL008312,Alpha-parvin,PARVA,Q9NVD7,55742,PARVA,Human,Protein,PASS,150,0,0
IL20RB.13435.31.3,numeric,Interleukin-20 receptor subunit beta (IL20RB),13435-31,SL005182,Interleukin-20 receptor subunit beta,IL-20 Rb,Q6UXL0,53833,IL20RB,Human,Protein,PASS,113,0,0
MAZ.13436.54.3,numeric,Myc-associated zinc finger protein (MAZ),13436-54,SL020077,Myc-associated zinc finger protein,MAZ,P56270,"",MAZ,Human,Protein,PASS,97,0,0
CHRD.13438.115.3,numeric,Chordin (CHRD),13438-115,SL007661,Chordin,CHRD,Q9H2X0,8646,CHRD,Human,Protein,PASS,152,0,0
IQCF3.13439.6.3,numeric,IQ domain-containing protein F3 (IQCF3),13439-6,SL020093,IQ domain-containing protein F3,IQCF3,P0C7M6,"",IQCF3,Human,Protein,PASS,127,0,0
DIXDC1.13441.30.3,numeric,Dixin (DIXDC1),13441-30,SL020107,Dixin,DIXC1,Q155Q3,"",DIXDC1,Human,Protein,PASS,125,0,0
SPRN.13447.42.3,numeric,Shadow of prion protein (SPRN),13447-42,SL020094,Shadow of prion protein,SPRN,Q5BIV9,"",SPRN,Human,Protein,PASS,143,0,0
SF3B4.13449.25.3,numeric,Splicing factor 3B subunit 4 (SF3B4),13449-25,SL020108,Splicing factor 3B subunit 4,SF3B4,Q15427,"",SF3B4,Human,Protein,PASS,96,0,0
USP8.13450.49.3,numeric,Ubiquitin carboxyl-terminal hydrolase 8 (USP8),13450-49,SL020113,Ubiquitin carboxyl-terminal hydrolase 8,UBP8,P40818,"",USP8,Human,Protein,PASS,123,0,0
FNDC4.13451.2.3,numeric,Fibronectin type III domain-containing protein 4 (FNDC4),13451-2,SL006734,Fibronectin type III domain-containing protein 4,FNDC4,Q9H6D8,64838,FNDC4,Human,Protein,PASS,137,0,0
SMIM13.13452.113.3,numeric,Small integral membrane protein 13 (SMIM13),13452-113,SL020075,Small integral membrane protein 13,SIM13,P0DJ93,"",SMIM13,Human,Protein,PASS,139,0,0
MRPL33.13453.2.3,numeric,"39S ribosomal protein L33, mitochondrial (MRPL33)",13453-2,SL020083,"39S ribosomal protein L33, mitochondrial",RM33,O75394,"",MRPL33,Human,Protein,PASS,118,0,0
X.13455.10.3,numeric,Fc_MOUSE (),13455-10,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,121,0,0
ELF5.13457.33.3,numeric,ETS-related transcription factor Elf-5 (ELF5),13457-33,SL020109,ETS-related transcription factor Elf-5,ELF5,Q9UKW6,"",ELF5,Human,Protein,PASS,103,0,0
TOR4A.13459.30.3,numeric,Torsin-4A (TOR4A),13459-30,SL016531,Torsin-4A,CI167,Q9NXH8,54863,TOR4A,Human,Protein,PASS,131,0,0
CHAD.13460.4.3,numeric,Chondroadherin (CHAD),13460-4,SL012363,Chondroadherin,CHAD,O15335,1101,CHAD,Human,Protein,PASS,152,0,0
PXDN.13463.1.3,numeric,Peroxidasin homolog (PXDN),13463-1,SL007573,Peroxidasin homolog,PXDN,Q92626,7837,PXDN,Human,Protein,PASS,88,0,0
NRAC.13464.8.3,numeric,Nutritionally-regulated adipose and cardiac enriched protein homolog (NRAC),13464-8,SL020101,Nutritionally-regulated adipose and cardiac enriched protein homolog,NRAC,Q8N912,"",NRAC,Human,Protein,PASS,119,0,0
RCAN1.13465.5.3,numeric,Calcipressin-1 (RCAN1),13465-5,SL007283,Calcipressin-1,CCP1,P53805,1827,RCAN1,Human,Protein,PASS,120,0,0
NEURL4.13468.5.3,numeric,Neuralized-like protein 4 (NEURL4),13468-5,SL020119,Neuralized-like protein 4,NEUL4,Q96JN8,"",NEURL4,Human,Protein,PASS,117,0,0
PTH1R.13470.43.3,numeric,Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH1R),13470-43,SL014902,Parathyroid hormone/parathyroid hormone-related peptide receptor,PTH1R,Q03431,5745,PTH1R,Human,Protein,PASS,133,0,0
HDHD2.13472.35.3,numeric,Haloacid dehalogenase-like hydrolase domain-containing protein 2 (HDHD2),13472-35,SL016517,Haloacid dehalogenase-like hydrolase domain-containing protein 2,HDHD2,Q9H0R4,84064,HDHD2,Human,Protein,PASS,152,0,0
ITPKA.13473.55.3,numeric,Inositol-trisphosphate 3-kinase A (ITPKA),13473-55,SL020131,Inositol-trisphosphate 3-kinase A,IP3KA,P23677,"",ITPKA,Human,Protein,PASS,131,0,0
GSTK1.13474.40.3,numeric,Glutathione S-transferase kappa 1 (GSTK1),13474-40,SL011317,Glutathione S-transferase kappa 1,GSTK1,Q9Y2Q3,373156,GSTK1,Human,Protein,PASS,144,0,0
UBE2D4.13475.10.3,numeric,Ubiquitin-conjugating enzyme E2 D4 (UBE2D4),13475-10,SL020116,Ubiquitin-conjugating enzyme E2 D4,UB2D4,Q9Y2X8,"",UBE2D4,Human,Protein,PASS,152,0,0
KIN.13476.16.3,numeric,DNA/RNA-binding protein KIN17 (KIN),13476-16,SL020144,DNA/RNA-binding protein KIN17,KIN17,O60870,"",KIN,Human,Protein,PASS,95,0,0
LTB4R.13477.65.3,numeric,Leukotriene B4 receptor 1 (LTB4R),13477-65,SL007448,Leukotriene B4 receptor 1,LT4R1,Q15722,1241,LTB4R,Human,Protein,PASS,112,0,0
FAM171A2.13479.8.3,numeric,Protein FAM171A2 (FAM171A2),13479-8,SL020149,Protein FAM171A2,F1712,A8MVW0,"",FAM171A2,Human,Protein,PASS,140,0,0
TCEA2.13481.24.3,numeric,Transcription elongation factor A protein 2 (TCEA2),13481-24,SL020143,Transcription elongation factor A protein 2,TCEA2,Q15560,"",TCEA2,Human,Protein,PASS,131,0,0
CNOT1.13482.14.3,numeric,CCR4-NOT transcription complex subunit 1 (CNOT1),13482-14,SL020129,CCR4-NOT transcription complex subunit 1,CNOT1,A5YKK6,"",CNOT1,Human,Protein,PASS,139,0,0
COL1A1.13484.69.3,numeric,Collagen alpha-1(I) chain (COL1A1),13484-69,SL007932,Collagen alpha-1(I) chain,CO1A1,P02452,1277,COL1A1,Human,Protein,PASS,90,0,0
TMEM87B.13485.20.3,numeric,Transmembrane protein 87B (TMEM87B),13485-20,SL020165,Transmembrane protein 87B,TM87B,Q96K49,"",TMEM87B,Human,Protein,PASS,136,0,0
PKD2.13486.9.3,numeric,Polycystin-2 (PKD2),13486-9,SL020155,Polycystin-2,PKD2,Q13563,"",PKD2,Human,Protein,PASS,104,0,0
UNC93B1.13487.24.3,numeric,Protein unc-93 homolog B1 (UNC93B1),13487-24,SL020148,Protein unc-93 homolog B1,UN93B,Q9H1C4,"",UNC93B1,Human,Protein,PASS,116,0,0
ARFIP1.13488.3.3,numeric,Arfaptin-1 (ARFIP1),13488-3,SL020128,Arfaptin-1,ARFP1,P53367,27236,ARFIP1,Human,Protein,PASS,116,0,0
MPP6.13490.1.3,numeric,,,,,,,,,,,,148,0,0
PDE6D.13491.40.3,numeric,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta (PDE6D)",13491-40,SL020117,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",PDE6D,O43924,"",PDE6D,Human,Protein,PASS,131,0,0
HSPA9.13492.44.3,numeric,"Stress-70 protein, mitochondrial (HSPA9)",13492-44,SL005768,"Stress-70 protein, mitochondrial",HSPA9B,P38646,3313,HSPA9,Human,Protein,PASS,143,0,0
GRID1.13493.5.3,numeric,"Glutamate receptor ionotropic, delta-1 (GRID1)",13493-5,SL020164,"Glutamate receptor ionotropic, delta-1",GRID1,Q9ULK0,"",GRID1,Human,Protein,PASS,103,0,0
CERS5.13494.6.3,numeric,Ceramide synthase 5 (CERS5),13494-6,SL020154,Ceramide synthase 5,CERS5,Q8N5B7,"",CERS5,Human,Protein,PASS,120,0,0
HCAR2.13495.48.3,numeric,Hydroxycarboxylic acid receptor 2 (HCAR2),13495-48,SL020147,Hydroxycarboxylic acid receptor 2,HCAR2,Q8TDS4,"",HCAR2,Human,Protein,PASS,126,0,0
HMGCS1.13496.19.3,numeric,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic (HMGCS1)",13496-19,SL020125,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMCS1,Q01581,"",HMGCS1,Human,Protein,PASS,144,0,0
EIF3J.13497.34.3,numeric,Eukaryotic translation initiation factor 3 subunit J (EIF3J),13497-34,SL020138,Eukaryotic translation initiation factor 3 subunit J,EIF3J,O75822,"",EIF3J,Human,Protein,PASS,99,0,0
MIOX.13498.1.3,numeric,Inositol oxygenase (MIOX),13498-1,SL020130,Inositol oxygenase,MIOX,Q9UGB7,"",MIOX,Human,Protein,PASS,105,0,0
F8.13499.30.3,numeric,Coagulation Factor VIII (F8),13499-30,SL000359,Coagulation Factor VIII,Coagulation Factor VIII,P00451,2157,F8,Human,Protein,PASS,127,0,0
X.13500.9.3,numeric,Fc_MOUSE (),13500-9,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,135,0,0
SLC35G2.13501.10.3,numeric,Solute carrier family 35 member G2 (SLC35G2),13501-10,SL020163,Solute carrier family 35 member G2,S35G2,Q8TBE7,"",SLC35G2,Human,Protein,PASS,139,0,0
SLC26A11.13502.2.3,numeric,Sodium-independent sulfate anion transporter (SLC26A11),13502-2,SL020153,Sodium-independent sulfate anion transporter,S2611,Q86WA9,"",SLC26A11,Human,Protein,PASS,140,0,0
ARL6IP5.13503.19.3,numeric,PRA1 family protein 3 (ARL6IP5),13503-19,SL007985,PRA1 family protein 3,PRAF3,O75915,10550,ARL6IP5,Human,Protein,PASS,114,0,0
